"","Year","AddressAssessorMunicipalityDesc","TaxClassCode","assessTotal_pct","landTotal_pct","improvementTotal_pct","propertyCount_pct","rate_pct"
"132",2017,"North Vancouver - City","06",12.5959994913224,17.1429430258621,1.01914962111187,2.17391304347827,-10.3785888658918
"133",2018,"North Vancouver - City","06",14.7335757085581,16.0575179474838,10.8246960435019,2.58358662613982,-12.2707882891719
"134",2019,"North Vancouver - City","06",21.4296920940749,31.4757028752536,-9.63117906764359,0.740740740740731,-15.3175971893636
"135",2016,"North Vancouver - Dist","01",NA,NA,NA,NA,NA
"136",2017,"North Vancouver - Dist","01",14.982208133217,18.9996247570082,3.70881370516434,-23.9010989010989,-22.8863134657837
"137",2018,"North Vancouver - Dist","01",15.7964655955854,14.803951244388,18.992228493435,13.2671480144404,-2.71475941697082
"138",2019,"North Vancouver - Dist","01",4.80179584701026,8.85056901507861,-7.77585222693734,-5.33864541832669,2.53023992265304
"139",2016,"North Vancouver - Dist","05",NA,NA,NA,NA,NA
"140",2017,"North Vancouver - Dist","05",22.976857080787,44.2575609756098,-20.3002615470612,4.76190476190477,-12.9838510546276
"141",2018,"North Vancouver - Dist","05",46.5594215310965,70.6123605945769,-41.9770457310342,-4.54545454545454,-20.8738939625879
"142",2019,"North Vancouver - Dist","05",7.04948065725146,4.41245104534265,35.5911715986928,4.76190476190477,-9.61685465183749
"143",2016,"North Vancouver - Dist","06",NA,NA,NA,NA,NA
"144",2017,"North Vancouver - Dist","06",15.894720949711,27.336166256142,-10.3158152642494,-0.845253576072824,-12.4902483680943
"145",2018,"North Vancouver - Dist","06",23.4947452569506,31.8755342747591,-3.76462573506908,-0.327868852459012,-16.8372680431518
"146",2019,"North Vancouver - Dist","06",15.6425863863987,18.0174170188334,5.05753288928368,0.263157894736832,-14.5040276305391
"147",2016,"Pitt Meadows","01",NA,NA,NA,NA,NA
"148",2017,"Pitt Meadows","01",15.3672289581229,18.0844188680772,1.34856612122225,-7.04225352112676,-20.8852324146442
"149",2018,"Pitt Meadows","01",12.9539933793703,6.50379869669653,51.7274400525144,13.6363636363636,-8.90146000582338
"150",2019,"Pitt Meadows","01",-16.0074814134853,-24.6042647091937,20.2667761550573,-13.3333333333333,-3.81261129628786
"151",2016,"Pitt Meadows","05",NA,NA,NA,NA,NA
"152",2017,"Pitt Meadows","05",116.334535963768,68.1184763822925,178.726645182876,8.10810810810811,-13.5096639490112
"153",2018,"Pitt Meadows","05",12.6803906053176,29.0929548278472,-0.12967484939711,0,-9.81445193195756
"154",2019,"Pitt Meadows","05",19.3361144810462,47.2313055910007,-8.80688153268775,7.5,-2.28768971514958
"155",2016,"Pitt Meadows","06",NA,NA,NA,NA,NA
"156",2017,"Pitt Meadows","06",9.73928087493579,15.1801972399128,2.53539434680747,-2.21238938053098,-9.42391881135581
"157",2018,"Pitt Meadows","06",18.1543545366024,19.5079722528809,16.1411177615111,0.904977375565608,-10.2103586532652
"158",2019,"Pitt Meadows","06",23.3158279378541,32.9829893534187,8.52104249095163,0.448430493273544,-9.14552918467771
"159",2016,"Port Coquitlam","01",NA,NA,NA,NA,NA
"160",2017,"Port Coquitlam","01",16.723746126806,19.4385129180031,9.87633639626728,-7.82608695652174,-22.0659275574229
"161",2018,"Port Coquitlam","01",15.1672484031997,16.7828996281205,10.7374739002231,13.2075471698113,-8.03429358538961
"162",2019,"Port Coquitlam","01",22.4489196906468,23.045205069576,20.7247785804026,0,-2.62627827703749
"163",2016,"Port Coquitlam","05",NA,NA,NA,NA,NA
"164",2017,"Port Coquitlam","05",5.63795094713306,3.65602668257212,9.58401994466571,0.408163265306127,-6.71185999088117
"165",2018,"Port Coquitlam","05",14.1793787871265,24.6414763684062,-5.52413653807312,-2.03252032520326,20.0562325783738
"166",2019,"Port Coquitlam","05",21.2061188461716,21.6818535534668,20.0240806761384,0.829875518672196,-38.6674683347805
"167",2016,"Port Coquitlam","06",NA,NA,NA,NA,NA
"168",2017,"Port Coquitlam","06",9.6923396645904,20.1906765376441,-4.75834817033692,2.66940451745379,-7.54989073402332
"169",2018,"Port Coquitlam","06",16.3142435802084,25.9933833784556,-0.498889028245764,2.09999999999999,-12.7902232994564
"170",2019,"Port Coquitlam","06",22.641332251922,24.1174836917224,19.3944794586642,3.0362389813908,-12.9358915267296
"171",2016,"Port Moody","01",NA,NA,NA,NA,NA
"172",2017,"Port Moody","01",1.04317003053433,5.51098111298651,-17.7121572604892,-3.6144578313253,-20.3088922951551
"173",2018,"Port Moody","01",12.8856929751493,12.4513942278207,15.2233479244234,6.25,-4.87193221659524
"174",2019,"Port Moody","01",41.3038029429867,46.897130592754,11.9214585011229,42.3529411764706,-2.48777865936373
"175",2016,"Port Moody","05",NA,NA,NA,NA,NA
"176",2017,"Port Moody","05",18.1829118460121,25.2052129147328,-3.78145933267122,3.57142857142858,-8.36598894044792
"177",2018,"Port Moody","05",14.1863955626498,22.0329151490624,-17.7495689986493,-3.44827586206896,-9.20487532393798
"178",2019,"Port Moody","05",18.0287850566559,23.7310281551574,-16.4052174145228,0,-10.6105838569455
"179",2016,"Port Moody","06",NA,NA,NA,NA,NA
"180",2017,"Port Moody","06",12.2009436868048,19.2696546145886,-1.57777052833263,0.470588235294112,-9.05566466851341
"181",2018,"Port Moody","06",19.5482636121743,28.0390224065917,-0.508078892648289,-0.468384074941453,-13.4521230197811
"182",2019,"Port Moody","06",21.1626696194323,27.3839506385256,2.2505770125453,3.29411764705883,-14.9992278494388
"183",2016,"Richmond","01",NA,NA,NA,NA,NA
"184",2017,"Richmond","01",10.300118869865,19.4580044797398,-12.1226816866722,-25.4077253218884,-22.5156879514472
"185",2018,"Richmond","01",19.6569444129196,20.5329215970848,16.7413581562045,12.945914844649,-4.33490363740936
"186",2019,"Richmond","01",8.49483451909299,12.4319512444688,-5.03499525383347,-2.39429444727458,0.994606466679637
"187",2016,"Richmond","05",NA,NA,NA,NA,NA
"188",2017,"Richmond","05",10.1696454825046,17.1495856207877,0.0381949463829079,-0.981996726677581,-13.5389605956536
"189",2018,"Richmond","05",14.4114896821945,13.4477357342577,16.0496673848652,-1.32231404958678,-13.0142975166771
"190",2019,"Richmond","05",19.9004926504989,34.7498158303445,-4.77429546046854,0.837520938023451,-11.6695092994702
"191",2016,"Richmond","06",NA,NA,NA,NA,NA
"192",2017,"Richmond","06",22.1811296665694,35.3818540546805,0.712049728325348,-0.621381160852985,-13.7112460507346
"193",2018,"Richmond","06",20.2394517979059,27.9571788055189,3.36677045872136,0.781583060963476,-12.9826377902053
"194",2019,"Richmond","06",24.3391987554502,27.0587311703831,16.9792864426619,0.408911449520577,-11.6005680854755
"195",2016,"Surrey","01",NA,NA,NA,NA,NA
"196",2017,"Surrey","01",17.4192134278783,28.7126805557211,-8.17072881447153,-14.9190439475713,-22.2546955011384
"197",2018,"Surrey","01",29.2877369533762,24.0014220010808,46.0771396307288,14.2727684639782,-5.54791884312971
"198",2019,"Surrey","01",12.3191996919073,17.565400239551,-1.824776243195,0.079302141157811,-2.11071689002458
"199",2016,"Surrey","05",NA,NA,NA,NA,NA
"200",2017,"Surrey","05",17.3476909038801,16.2030007236532,19.6347935416328,-0.232558139534889,-9.28380090954878
"201",2018,"Surrey","05",23.1358873445503,28.3168726246463,13.08116934714,0.466200466200473,-12.3034391948162
"202",2019,"Surrey","05",13.3038475933137,23.0123630780929,-8.07596230574124,0,-10.3502627133758
"203",2016,"Surrey","06",NA,NA,NA,NA,NA
"204",2017,"Surrey","06",18.7184768536236,32.1450383697554,4.40283676755433,1.21062044297702,-10.7004008361281
"205",2018,"Surrey","06",14.2640862812623,20.9724428192041,5.21091652543026,0.992252276743244,-8.99027509159806
"206",2019,"Surrey","06",10.4715298052508,21.0662490343545,-5.96838739588288,2.38223418573351,-9.80417442087439
"207",2016,"Vancouver","01",NA,NA,NA,NA,NA
"208",2017,"Vancouver","01",22.4060519713995,24.3771646965943,13.6428959911338,-14.4486195066166,-19.2938619628704
"209",2018,"Vancouver","01",6.71476385746317,4.77397120227838,16.1581245984665,1.07321544513617,-3.3907526351428
"210",2019,"Vancouver","01",-8.64288368897099,-10.4867789506372,-0.55029435871321,-9.76798669891172,3.76378501454466
"211",2016,"Vancouver","05",NA,NA,NA,NA,NA
"212",2017,"Vancouver","05",42.6656217480465,50.4887810848556,-8.60645573210455,-4.58715596330275,-2.66075834844114
"213",2018,"Vancouver","05",24.1740724869391,30.5934224704577,-45.1012247783473,-2.64423076923077,-13.6926492529322
"214",2019,"Vancouver","05",36.382979930249,37.752461105425,1.22676921431961,-0.987654320987652,-12.2511790716641
"215",2016,"Vancouver","06",NA,NA,NA,NA,NA
"216",2017,"Vancouver","06",21.9003884612774,30.1251376743929,4.25086403307107,-0.660134806476265,-10.2301367807685
"217",2018,"Vancouver","06",17.288304239699,26.8378567573772,-8.29018581068305,1.39199776161163,-12.7816727401295
"218",2019,"Vancouver","06",13.8806361787175,17.6097792297201,0.0661731996575821,0,-14.0487682636843
"219",2016,"West Vancouver","01",NA,NA,NA,NA,NA
"220",2017,"West Vancouver","01",24.3255380667589,31.3103998043957,0.938726282060087,-10.5336018122326,-20.8808750825105
"221",2018,"West Vancouver","01",2.21599134751347,1.02556440592498,7.40109278828258,1.51920101280067,-1.07691652832759
"222",2019,"West Vancouver","01",-19.1597826652441,-25.0459294960782,4.95637900833084,-19.260080365803,8.42340791738383
"223",2016,"West Vancouver","05",NA,NA,NA,NA,NA
"224",2017,"West Vancouver","05",10.9170305676856,10.9170305676856,NA,0,0.602319116431671
"225",2018,"West Vancouver","05",9.81223500908541,9.81223500908541,NA,0,0.746835285477787
"226",2019,"West Vancouver","05",67.3745173745174,67.3745173745174,NA,0,0.871726444194598
"227",2016,"West Vancouver","06",NA,NA,NA,NA,NA
"228",2017,"West Vancouver","06",14.8020310663534,27.642507237568,-12.1996992764979,0.994035785288272,-10.4853500335495
"229",2018,"West Vancouver","06",14.9707714814578,14.0262306738874,17.8583281444091,0.393700787401574,-12.0403777922143
"230",2019,"West Vancouver","06",6.2039612402188,6.68156007814649,4.79136663636193,-4.70588235294118,-12.5022725206799
"231",2016,"White Rock","01",NA,NA,NA,NA,NA
"232",2017,"White Rock","01",5.19695321183458,10.4330972345139,-3.97316906228611,-21.4723926380368,-23.7018528759962
"233",2018,"White Rock","01",8.08858284906659,11.8837802026454,0.444866478532036,13.671875,-2.91577800142881
"234",2019,"White Rock","01",-6.71319687179501,-13.0580579960649,7.5209586134239,-15.1202749140893,0.499797234329957
"235",2016,"White Rock","06",NA,NA,NA,NA,NA
"236",2017,"White Rock","06",20.044022703943,22.6680950339099,14.9473944512628,0.330033003300323,-11.6934201472212
"237",2018,"White Rock","06",5.25181781340227,6.51138686598431,2.64108981516886,0.328947368421062,-6.77881475103094
"238",2019,"White Rock","06",25.5492690047157,45.6640227497067,-17.7149780805405,1.63934426229508,-11.7632803582404
